experiment_dir,source_file,source_name,plate_id,time_hr,read_datetime,actual_temperature,excitation_emission,row_id,col_id,well_id,sample_label,treatment,shell_color,treatment_group,size_mm,weight_mg,family_id_group,sample_id_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_mm2_measurement,area_cm2_measurement,is_blank,exclude_from_analysis,exclude_reason,layout_status,duplicate_timepoint,value,delta_value,mean_blank_value,normalized_value,value_initial,meas_norm_area_mm2_measurement,paper_metabolism_area_mm2_measurement,meas_norm_area_cm2_measurement,paper_metabolism_area_cm2_measurement
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T0.5.txt,plate-C-red-T0.5.txt,c-red,0.5,2026-03-30T10:58:43Z,21.8,"528/20,528/20",D,4,D4,NA,control,NA,control,NA,NA,tweed,39,NA,NA,NA,79.301,NA,FALSE,FALSE,NA,parsed_table,FALSE,2424,2111,185.5,13.067385444743936,313,30.56707986027919,0.09765840210951818,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T1.0.txt,plate-C-red-T1.0.txt,c-red,1,2026-03-30T11:33:39Z,22.9,"528/20,528/20",D,4,D4,NA,control,NA,control,NA,NA,tweed,39,NA,NA,NA,79.301,NA,FALSE,FALSE,NA,parsed_table,FALSE,5307,2883,188.5,28.153846153846153,313,66.92223301093303,0.21380905115314064,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T1.5.txt,plate-C-red-T1.5.txt,c-red,1.5,2026-03-30T12:07:11Z,23.6,"528/20,528/20",D,4,D4,NA,control,NA,control,NA,NA,tweed,39,NA,NA,NA,79.301,NA,FALSE,FALSE,NA,parsed_table,FALSE,6517,1210,185.25,35.17948717948718,313,82.18055257815159,0.26255767596853546,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T2.0.txt,plate-C-red-T2.0.txt,c-red,2,2026-03-30T12:38:27Z,23.9,"528/20,528/20",D,4,D4,NA,control,NA,control,NA,NA,tweed,39,NA,NA,NA,79.301,NA,FALSE,FALSE,NA,parsed_table,FALSE,6546,29,178.5,36.67226890756302,313,82.54624784050642,0.26372603143931767,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T0.0.txt,plate-C-red-T0.0.txt,c-red,0,2026-03-30T10:24:18Z,20.8,"528/20,528/20",D,5,D5,NA,control,NA,control,NA,NA,tweed,40,NA,NA,NA,66.713,NA,FALSE,FALSE,NA,parsed_table,FALSE,293,0,182.75,1.60328317373461,293,4.391947596420488,0.014989582240342964,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T0.5.txt,plate-C-red-T0.5.txt,c-red,0.5,2026-03-30T10:58:43Z,21.8,"528/20,528/20",D,5,D5,NA,control,NA,control,NA,NA,tweed,40,NA,NA,NA,66.713,NA,FALSE,FALSE,NA,parsed_table,FALSE,2482,2189,185.5,13.380053908355794,293,37.204143120531235,0.12697659768099398,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T1.0.txt,plate-C-red-T1.0.txt,c-red,1,2026-03-30T11:33:39Z,22.9,"528/20,528/20",D,5,D5,NA,control,NA,control,NA,NA,tweed,40,NA,NA,NA,66.713,NA,FALSE,FALSE,NA,parsed_table,FALSE,4127,1645,188.5,21.893899204244033,293,61.86200590589541,0.21113312595868738,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T1.5.txt,plate-C-red-T1.5.txt,c-red,1.5,2026-03-30T12:07:11Z,23.6,"528/20,528/20",D,5,D5,NA,control,NA,control,NA,NA,tweed,40,NA,NA,NA,66.713,NA,FALSE,FALSE,NA,parsed_table,FALSE,6445,2318,185.25,34.790823211875846,293,96.6078575390104,0.32971965030378975,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T2.0.txt,plate-C-red-T2.0.txt,c-red,2,2026-03-30T12:38:27Z,23.9,"528/20,528/20",D,5,D5,NA,control,NA,control,NA,NA,tweed,40,NA,NA,NA,66.713,NA,FALSE,FALSE,NA,parsed_table,FALSE,6441,-4,178.5,36.08403361344538,293,96.54789921004902,0.329515014368768,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T0.0.txt,plate-C-red-T0.0.txt,c-red,0,2026-03-30T10:24:18Z,20.8,"528/20,528/20",D,6,D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,181,0,182.75,0.9904240766073872,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T0.5.txt,plate-C-red-T0.5.txt,c-red,0.5,2026-03-30T10:58:43Z,21.8,"528/20,528/20",D,6,D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,198,17,185.5,1.0673854447439353,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T1.0.txt,plate-C-red-T1.0.txt,c-red,1,2026-03-30T11:33:39Z,22.9,"528/20,528/20",D,6,D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,216,18,188.5,1.1458885941644563,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T1.5.txt,plate-C-red-T1.5.txt,c-red,1.5,2026-03-30T12:07:11Z,23.6,"528/20,528/20",D,6,D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,222,6,185.25,1.1983805668016194,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-red-T2.0.txt,plate-C-red-T2.0.txt,c-red,2,2026-03-30T12:38:27Z,23.9,"528/20,528/20",D,6,D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,212,-10,178.5,1.1876750700280112,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",A,1,A1,NA,selected,NA,selected,NA,NA,blue,41,NA,NA,NA,89.469,NA,FALSE,FALSE,NA,parsed_table,FALSE,582,0,186.5,3.1206434316353886,582,6.5050464406666,0.011177055739976976,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",A,1,A1,NA,selected,NA,selected,NA,NA,blue,41,NA,NA,NA,89.469,NA,FALSE,FALSE,NA,parsed_table,FALSE,4692,4110,181.5,25.85123966942149,582,52.44274553197197,0.0901078101923917,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",A,1,A1,NA,selected,NA,selected,NA,NA,blue,41,NA,NA,NA,89.469,NA,FALSE,FALSE,NA,parsed_table,FALSE,7428,2736,181.25,40.98206896551724,582,83.02317003654898,0.14265149490815976,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",A,1,A1,NA,selected,NA,selected,NA,NA,blue,41,NA,NA,NA,89.469,NA,FALSE,FALSE,NA,parsed_table,FALSE,9132,1704,177,51.59322033898305,582,102.06887301746974,0.17537607047675213,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",A,1,A1,NA,selected,NA,selected,NA,NA,blue,41,NA,NA,NA,89.469,NA,FALSE,FALSE,NA,parsed_table,FALSE,9956,824,174.5,57.05444126074499,582,111.27876694721077,0.1912006304934893,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",A,2,A2,NA,selected,NA,selected,NA,NA,blue,42,NA,NA,NA,87.414,NA,FALSE,FALSE,NA,parsed_table,FALSE,285,0,186.5,1.5281501340482573,285,3.260347312787425,0.011439815132587457,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",A,2,A2,NA,selected,NA,selected,NA,NA,blue,42,NA,NA,NA,87.414,NA,FALSE,FALSE,NA,parsed_table,FALSE,3390,3105,181.5,18.677685950413224,285,38.780973299471476,0.13607359052446133,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",A,2,A2,NA,selected,NA,selected,NA,NA,blue,42,NA,NA,NA,87.414,NA,FALSE,FALSE,NA,parsed_table,FALSE,5960,2570,181.25,32.88275862068966,285,68.18129819022124,0.23923262522884647,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",A,2,A2,NA,selected,NA,selected,NA,NA,blue,42,NA,NA,NA,87.414,NA,FALSE,FALSE,NA,parsed_table,FALSE,7676,1716,177,43.367231638418076,285,87.81202095774132,0.30811235423768885,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",A,2,A2,NA,selected,NA,selected,NA,NA,blue,42,NA,NA,NA,87.414,NA,FALSE,FALSE,NA,parsed_table,FALSE,8562,886,174.5,49.06590257879656,285,97.94769716521381,0.343676130404259,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",A,3,A3,NA,selected,NA,selected,NA,NA,blue,43,NA,NA,NA,62.206,NA,FALSE,FALSE,NA,parsed_table,FALSE,419,0,186.5,2.246648793565684,419,6.735684660643668,0.01607561971514002,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",A,3,A3,NA,selected,NA,selected,NA,NA,blue,43,NA,NA,NA,62.206,NA,FALSE,FALSE,NA,parsed_table,FALSE,1190,771,181.5,6.556473829201102,419,19.129987461016622,0.045656294656364255,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",A,3,A3,NA,selected,NA,selected,NA,NA,blue,43,NA,NA,NA,62.206,NA,FALSE,FALSE,NA,parsed_table,FALSE,2163,973,181.25,11.933793103448275,419,34.771565443847855,0.08298702969892091,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",A,3,A3,NA,selected,NA,selected,NA,NA,blue,43,NA,NA,NA,62.206,NA,FALSE,FALSE,NA,parsed_table,FALSE,3417,1254,177,19.305084745762713,419,54.930392566633444,0.13109878894184593,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",A,3,A3,NA,selected,NA,selected,NA,NA,blue,43,NA,NA,NA,62.206,NA,FALSE,FALSE,NA,parsed_table,FALSE,4952,1535,174.5,28.378223495702006,419,79.60646882937337,0.1899915723851393,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",A,4,A4,NA,selected,NA,selected,NA,NA,blue,44,NA,NA,NA,66.663,NA,FALSE,FALSE,NA,parsed_table,FALSE,336,0,186.5,1.801608579088472,336,5.040277215246839,0.015000825045377496,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",A,4,A4,NA,selected,NA,selected,NA,NA,blue,44,NA,NA,NA,66.663,NA,FALSE,FALSE,NA,parsed_table,FALSE,3511,3175,181.5,19.34435261707989,336,52.667896734320394,0.15674969266166783,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",A,4,A4,NA,selected,NA,selected,NA,NA,blue,44,NA,NA,NA,66.663,NA,FALSE,FALSE,NA,parsed_table,FALSE,6903,3392,181.25,38.08551724137931,336,103.55069528824086,0.3081865931197645,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",A,4,A4,NA,selected,NA,selected,NA,NA,blue,44,NA,NA,NA,66.663,NA,FALSE,FALSE,NA,parsed_table,FALSE,9463,2560,177,53.463276836158194,336,141.95280740440725,0.42247859346549776,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",A,4,A4,NA,selected,NA,selected,NA,NA,blue,44,NA,NA,NA,66.663,NA,FALSE,FALSE,NA,parsed_table,FALSE,9984,521,174.5,57.21489971346705,336,149.76823725304894,0.4457388013483599,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",A,5,A5,NA,selected,NA,selected,NA,NA,blue,45,NA,NA,NA,101.939,NA,FALSE,FALSE,NA,parsed_table,FALSE,398,0,186.5,2.1340482573726542,398,3.904295706255702,0.009809788206672618,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",A,5,A5,NA,selected,NA,selected,NA,NA,blue,45,NA,NA,NA,101.939,NA,FALSE,FALSE,NA,parsed_table,FALSE,7103,6705,181.5,39.13498622589532,398,69.67892563199561,0.17507267746732566,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",A,5,A5,NA,selected,NA,selected,NA,NA,blue,45,NA,NA,NA,101.939,NA,FALSE,FALSE,NA,parsed_table,FALSE,9956,2853,181.25,54.929655172413796,398,97.66625138563259,0.2453925914211874,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",A,5,A5,NA,selected,NA,selected,NA,NA,blue,45,NA,NA,NA,101.939,NA,FALSE,FALSE,NA,parsed_table,FALSE,10529,573,177,59.48587570621469,398,103.287260028056,0.25951572871370854,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",A,5,A5,NA,selected,NA,selected,NA,NA,blue,45,NA,NA,NA,101.939,NA,FALSE,FALSE,NA,parsed_table,FALSE,10262,-267,174.5,58.808022922636106,398,100.66804657687442,0.25293479039415684,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,182,0,186.5,0.9758713136729222,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,180,-2,181.5,0.9917355371900827,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,180,0,181.25,0.993103448275862,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,179,-1,177,1.0112994350282485,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,parsed_table,FALSE,179,0,174.5,1.0257879656160458,NA,NA,NA,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",B,1,B1,NA,selected,NA,selected,NA,NA,blue,46,NA,NA,NA,100.608,NA,FALSE,FALSE,NA,parsed_table,FALSE,389,0,186.5,2.0857908847184987,389,3.8664917302798982,0.009939567430025446,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",B,1,B1,NA,selected,NA,selected,NA,NA,blue,46,NA,NA,NA,100.608,NA,FALSE,FALSE,NA,parsed_table,FALSE,2508,2119,181.5,13.818181818181818,389,24.928435114503817,0.06408338075707921,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",B,1,B1,NA,selected,NA,selected,NA,NA,blue,46,NA,NA,NA,100.608,NA,FALSE,FALSE,NA,parsed_table,FALSE,5446,2938,181.25,30.04689655172414,389,54.13088422391857,0.13915394402035622,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",B,1,B1,NA,selected,NA,selected,NA,NA,blue,46,NA,NA,NA,100.608,NA,FALSE,FALSE,NA,parsed_table,FALSE,7359,1913,177,41.57627118644068,389,73.14527671755725,0.18803413037932454,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",B,1,B1,NA,selected,NA,selected,NA,NA,blue,46,NA,NA,NA,100.608,NA,FALSE,FALSE,NA,parsed_table,FALSE,8705,1346,174.5,49.88538681948424,389,86.5239344783715,0.22242656678244602,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",B,2,B2,NA,selected,NA,selected,NA,NA,blue,47,NA,NA,NA,118.715,NA,FALSE,FALSE,NA,parsed_table,FALSE,348,0,186.5,1.8659517426273458,348,2.931390304510803,0.008423535357789664,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",B,2,B2,NA,selected,NA,selected,NA,NA,blue,47,NA,NA,NA,118.715,NA,FALSE,FALSE,NA,parsed_table,FALSE,7674,7326,181.5,42.28099173553719,348,64.64221033567789,0.18575347797608588,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.0.txt,plate-S-blue-T1.0.txt,s-blue,1,2026-03-30T11:34:52Z,22.9,"528/20,528/20",B,2,B2,NA,selected,NA,selected,NA,NA,blue,47,NA,NA,NA,118.715,NA,FALSE,FALSE,NA,parsed_table,FALSE,10425,2751,181.25,57.51724137931034,348,87.81535610495725,0.2523429773130956,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T1.5.txt,plate-S-blue-T1.5.txt,s-blue,1.5,2026-03-30T12:08:24Z,23.6,"528/20,528/20",B,2,B2,NA,selected,NA,selected,NA,NA,blue,47,NA,NA,NA,118.715,NA,FALSE,FALSE,NA,parsed_table,FALSE,10306,-119,177,58.22598870056497,348,86.81295539738028,0.24946251550971343,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T2.0.txt,plate-S-blue-T2.0.txt,s-blue,2,2026-03-30T12:39:40Z,24,"528/20,528/20",B,2,B2,NA,selected,NA,selected,NA,NA,blue,47,NA,NA,NA,118.715,NA,FALSE,FALSE,NA,parsed_table,FALSE,10068,-238,174.5,57.69627507163324,348,84.80815398222634,0.24370159190294924,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.0.txt,plate-S-blue-T0.0.txt,s-blue,0,2026-03-30T10:25:23Z,20.8,"528/20,528/20",B,3,B3,NA,selected,NA,selected,NA,NA,blue,48,NA,NA,NA,101.114,NA,FALSE,FALSE,NA,parsed_table,FALSE,325,0,186.5,1.742627345844504,325,3.214193880174852,0.009889827323614929,NA,NA
20260330-clam-40C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-S-blue-T0.5.txt,plate-S-blue-T0.5.txt,s-blue,0.5,2026-03-30T11:00:12Z,21.9,"528/20,528/20",B,3,B3,NA,selected,NA,selected,NA,NA,blue,48,NA,NA,NA,101.114,NA,FALSE,FALSE,NA,parsed_table,FALSE,1376,1051,181.5,7.581267217630854,325,13.608402397294142,0.041872007376289676,NA,NA
